Front,Back,Chapter,Section,Tags
"**9.** When a member of command is transferred, the personal folder jacket is forwarded to the new command in what manner?

A) A) Via Department mail, unsealed
B) B) Via registered mail
C) C) In a sealed envelope marked ""Confidential""
D) D) Hand-delivered by the transferred member","**Answer: C**

The folder jacket is forwarded in a sealed envelope marked ""Confidential."" (A.G. 320-03, step #7)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**10.** The OVERTIME REPORT (PD138-064) is maintained in which location?

A) A) The member's personal folder
B) B) A separate Time Record Folder (TRF)
C) C) The command's central filing system
D) D) The Borough Administrator's office","**Answer: B**

The Overtime Report is to be kept in a separate Time Record Folder (TRF), not in the personal folder. (A.G. 320-03, Additional Data)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**1.** When a UMOS is AWOL for 2 hours at the beginning of the tour and lives within the city, the desk officer should request the D.O. of the member's resident precinct to have whom respond to the residence?

A) A) A police officer
B) B) A detective
C) C) A supervisor
D) D) The ICCU","**Answer: C**

When a member is AWOL for 2 hours and lives in the city, the D.O. requests the member's resident precinct D.O. to send a boss (supervisor) to the residence. If outside the city, ICCU notifies local PD. (P.G. 324-17)","Leave, Payroll & Timekeeping","324",chapter_324 324_leave_payroll_timekeeping
"**2.** At the 4-hour AWOL mark, the desk officer must notify all of the following EXCEPT:

A) A) C.O./Duty Captain
B) B) Boro/Counterpart
C) C) Sick Desk Supervisor
D) D) IAB Command Center","**Answer: C**

At 4 hours, the D.O. notifies the C.O./Duty Captain, Boro/Counterpart, Operations, and IAB Command Center. The Sick Desk Supervisor is notified later — when the member is located. (P.G. 324-17)","Leave, Payroll & Timekeeping","324",chapter_324 324_leave_payroll_timekeeping
"**3.** A UMOS has been AWOL for an entire tour. The next day, the member reports to the command for duty. The member:

A) A) May be assigned to duty at the desk officer's discretion
B) B) May be assigned to duty with the platoon commander's approval
C) C) Will not be assigned to duty without prior permission of the Chief of Department
D) D) Will be automatically suspended pending investigation","**Answer: C**

A member AWOL for an entire tour will NOT be assigned to duty without prior permission of the Chief of Department. (P.G. 324-17)","Leave, Payroll & Timekeeping","324",chapter_324 324_leave_payroll_timekeeping
"**4.** When an AWOL member is located, who among the following must be notified?

A) A) Only Operations and IAB
B) B) Boro Command/Counterpart, Operations, IAB, and Sick Desk Supervisor
C) C) Only the C.O. and IAB
D) D) Only the Boro Commander and Operations","**Answer: B**

When the AWOL member is located, the C.O./Duty Captain notifies the Boro Command/Counterpart, Operations, IAB, AND the Sick Desk Supervisor. (P.G. 324-17)","Leave, Payroll & Timekeeping","324",chapter_324 324_leave_payroll_timekeeping
"**5.** The AWOL procedure (P.G. 324-17) applies to:

A) A) All members of the service
B) B) Uniformed members only — it does NOT apply to CMOS
C) C) Civilian members only
D) D) Detectives and above only","**Answer: B**

The AWOL procedure does NOT apply to civilian members of the service (CMOS). (P.G. 324-17)","Leave, Payroll & Timekeeping","324",chapter_324 324_leave_payroll_timekeeping
"**6.** When the C.O. investigates an AWOL and prepares the Typed Letterhead (49), the routing is:

A) A) 1 copy direct to Chief of Department, 1 through channels (boro)
B) B) 2 copies direct to Chief of Department
C) C) 1 copy to IAB, 1 to Chief of Department
D) D) 1 copy to the member's file, 1 to Operations","**Answer: A**

If the C.O. investigated, 1 copy goes direct to the Chief of Department and 1 goes through channels (boro). If the Duty Captain investigated, 1 direct to COD and 2 copies to the MOS's C.O. (P.G. 324-17)","Leave, Payroll & Timekeeping","324",chapter_324 324_leave_payroll_timekeeping
"**7.** When a member is AWOL for 2 hours and lives outside the city, the desk officer should:

A) A) Request the member's resident precinct D.O. to send a supervisor
B) B) Request ICCU to notify local PD to respond to the residence
C) C) Notify IAB Command Center immediately
D) D) Notify Operations Unit immediately","**Answer: B**

If the member lives outside the city, the D.O. requests ICCU to notify local PD to respond. If in the city, the resident precinct D.O. sends a supervisor. (P.G. 324-17)","Leave, Payroll & Timekeeping","324",chapter_324 324_leave_payroll_timekeeping
"**1.** Terminal leave for a uniformed member with 20 years of service is computed as:

A) A) 30 calendar days
B) B) One calendar month per 10 years of service
C) C) Two calendar months
D) D) 60 calendar days","**Answer: B**

One calendar month (28, 30, or 31 days depending on the month) of leave is granted for each 10 years of service. Beyond 20 years, 3 days per completed year and 1 day per completed 4 months. (A.G. 329-06)","Career Development","329",chapter_329 329_career_development
"**2.** A Tier 2 uniformed member must report to the Police Pension Fund:

A) A) At least 10 calendar days in advance
B) B) At least 30 calendar days in advance
C) C) Without notice
D) D) At least 60 calendar days in advance","**Answer: B**

Tier 2 members must report at least 30 calendar days in advance of discontinuance of service. Tier 3 members may report without notice. (A.G. 329-06)","Career Development","329",chapter_329 329_career_development
"**3.** A LEOSA Certification Card expires:

A) A) 6 months from date of last range requalification
B) B) 12 months from date of last range requalification
C) C) 24 months from date of retirement
D) D) It does not expire","**Answer: B**

The LEOSA Certification Card will expire 12 months from the date of the member's last range requalification. The member must have qualified during a regular Department range cycle within the past 12 months. (A.G. 329-06)","Career Development","329",chapter_329 329_career_development
"**4.** After commencement of terminal leave, which of the following may occur?

A) A) Member may be granted vacation
B) B) Member may be placed on sick report for any illness
C) C) No leaves of any kind may be granted
D) D) Member may request comp time","**Answer: C**

No leaves of any kind may be granted after commencement of terminal leave, nor may the member be placed on sick report, unless such sick report results from action taken in the line of duty while on terminal leave. (A.G. 329-06)","Career Development","329",chapter_329 329_career_development
"**5.** Resignation bars reinstatement EXCEPT if approved by:

A) A) The Chief of Department within 6 months
B) B) The Police Commissioner within one year
C) C) The First Deputy Commissioner within 2 years
D) D) The Chief of Personnel within 90 days","**Answer: B**

Resignation bars reinstatement except if approved by the Police Commissioner within one year of date of resignation. (A.G. 329-07)","Career Development","329",chapter_329 329_career_development
"**6.** When a UMOS resigns, the RESIGNATION AND EXIT INTERVIEW form must be distributed within:

A) A) 24 hours
B) B) 3 business days
C) C) 5 business days
D) D) 10 business days","**Answer: C**

The commanding officer signs and distributes the RESIGNATION AND EXIT INTERVIEW within five business days. (A.G. 329-07)","Career Development","329",chapter_329 329_career_development
"**7.** A resigning member's firearms must be delivered to:

A) A) Manhattan Property Clerk
B) B) Firearms and Tactics Section
C) C) Borough Property Clerk's Office only
D) D) The member's permanent command","**Answer: C**

The resigning member must deliver firearms with PROPERTY CLERK INVOICE and ACQUISITION OR DISPOSITION OF FIREARMS report to the borough Property Clerk's Office ONLY. (A.G. 329-07)","Career Development","329",chapter_329 329_career_development
"**8.** Tier 2 uniformed members must retire no later than midnight of the eve of their:

A) A) 60th birthday
B) B) 62nd birthday
C) C) 63rd birthday
D) D) 65th birthday","**Answer: C**

Tier 2 members are required by law to retire no later than midnight of the eve of their 63rd birthday. Tier 3 members must retire no later than midnight of the eve of their 62nd birthday. (A.G. 329-06)","Career Development","329",chapter_329 329_career_development
"**9.** Members on terminal leave are available for duty only during:

A) A) Regular scheduled tours
B) B) Emergency situations
C) C) Programmatic overtime
D) D) Detail assignments","**Answer: B**

Members on terminal leave, or using accrued time attached to terminal leave, are excluded from excusal limitations and are only available for duty during emergency situations (natural disaster, etc.) or court must-appear notifications. (A.G. 329-06)","Career Development","329",chapter_329 329_career_development
"**10.** A UMOS wishing to retain a Department-issued service firearm (issued after 1/15/13) must obtain a NICS check within how many days prior to separation?

A) A) 15 days
B) B) 30 days
C) C) 60 days
D) D) 90 days","**Answer: B**

Members must obtain a NICS check through a Federal Firearms Licensee (FFL) no more than 30 days prior to separation from the Department. (A.G. 329-06)","Career Development","329",chapter_329 329_career_development
